#,carat,cut,color,clarity,depth,table,price,x,y,z
26306,1.7,Premium,E,SI1,61.8,58.0,15804,7.62,7.52,4.68
4568,0.93,Premium,H,SI1,62.8,58.0,3646,6.24,6.21,3.91
30696,0.4,Ideal,E,SI1,62.7,57.0,737,4.69,4.72,2.95
49538,0.72,Very Good,E,SI2,59.4,63.0,2125,5.87,5.82,3.47
6348,1.0,Good,I,VVS2,57.4,59.0,4032,6.61,6.53,3.77
47545,0.52,Ideal,F,VS1,62.2,55.0,1872,5.18,5.14,3.21
37565,0.31,Ideal,G,IF,62.6,57.0,988,4.32,4.3,2.7
29952,0.33,Ideal,I,SI1,62.7,56.0,445,4.4,4.44,2.77
34624,0.31,Premium,F,VS1,61.8,60.0,872,4.39,4.35,2.7
22814,1.51,Very Good,F,SI1,59.4,57.0,10838,7.48,7.57,4.47
42620,0.32,Ideal,H,VS2,62.5,55.0,505,4.38,4.42,2.75
34754,0.41,Premium,H,SI1,60.0,61.0,876,4.83,4.77,2.88
33722,0.42,Premium,E,SI2,60.1,58.0,838,4.91,4.87,2.94
44555,0.52,Premium,F,VS2,62.5,58.0,1605,5.17,5.13,3.22
18042,0.3,Good,E,VS2,63.4,56.0,614,4.26,4.29,2.71
4113,0.9,Good,H,VS2,64.0,57.0,3538,6.14,6.11,3.92
12896,1.2,Very Good,D,SI2,63.1,57.0,5373,6.68,6.75,4.24
36295,0.34,Very Good,I,VS2,62.1,57.0,477,4.44,4.48,2.77
30374,0.36,Good,H,VS2,63.7,55.0,729,4.52,4.49,2.87
34239,0.4,Premium,D,SI2,61.9,58.0,855,4.73,4.71,2.92
13135,1.11,Premium,H,SI1,61.1,60.0,5433,6.68,6.62,4.06
39045,0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98
39230,0.32,Ideal,D,VVS1,61.3,57.0,1067,4.39,4.42,2.7
31182,0.32,Ideal,D,SI1,60.8,57.0,756,4.44,4.41,2.69
26297,1.55,Ideal,G,VVS2,62.5,57.0,15794,7.35,7.33,4.59
14064,0.3,Good,G,VS1,63.4,58.0,605,4.23,4.25,2.69
46293,0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66
27481,1.5,Ideal,F,VVS2,63.1,57.0,18159,7.32,7.23,4.59
44548,0.54,Ideal,G,VS2,61.7,56.0,1605,5.21,5.24,3.23
14603,1.24,Premium,F,SI2,61.4,58.0,5889,6.94,6.9,4.25
19468,1.19,Premium,G,VS1,62.6,58.0,8109,6.78,6.71,4.22
880,1.0,Fair,H,SI1,65.5,62.0,2873,6.14,6.07,4.0
5522,0.6,Ideal,D,VVS1,62.3,55.0,3850,5.38,5.4,3.36
25641,1.5,Very Good,E,VS2,63.2,57.0,14527,7.29,7.26,4.6
21519,1.5,Ideal,I,VS1,62.0,53.0,9618,7.4,7.35,4.57
14058,0.3,Very Good,F,VS2,62.7,58.0,605,4.25,4.3,2.68
40967,0.57,Very Good,I,SI1,62.5,58.0,1180,5.22,5.27,3.28
31697,0.36,Ideal,F,SI1,61.5,57.0,770,4.59,4.55,2.81
11125,1.1,Very Good,H,SI1,62.4,58.0,4938,6.58,6.62,4.12
33285,0.31,Very Good,D,SI2,62.9,54.0,462,4.3,4.35,2.72
34189,0.33,Ideal,G,VS1,62.9,57.0,854,4.43,4.38,2.77
295,0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58
33843,0.3,Ideal,G,IF,62.2,55.0,844,4.3,4.32,2.68
9598,1.04,Ideal,F,SI2,61.8,56.0,4630,6.53,6.49,4.02
7614,1.01,Very Good,D,SI2,60.8,61.0,4260,6.45,6.5,3.94
27360,1.51,Premium,D,VS1,63.0,52.0,17936,7.37,7.3,4.62
33166,0.36,Ideal,F,VVS2,61.4,56.0,817,4.58,4.61,2.82
35802,0.31,Very Good,F,IF,61.9,54.0,914,4.36,4.39,2.71
36570,0.42,Good,E,SI1,63.6,61.0,945,4.73,4.7,3.0
27925,0.31,Ideal,G,VS1,61.5,54.0,658,4.39,4.43,2.71
41396,0.53,Ideal,E,SI2,60.9,57.0,1223,5.21,5.23,3.18
28956,0.25,Premium,E,VS1,61.5,60.0,435,4.02,4.04,2.48
20589,1.74,Ideal,I,SI2,61.6,57.0,8896,7.67,7.74,4.75
19441,1.06,Ideal,G,VS1,61.5,57.0,8093,6.54,6.56,4.03
53524,0.77,Ideal,E,SI2,62.3,57.0,2689,5.88,5.91,3.67
20084,1.13,Very Good,D,VS2,62.9,58.0,8561,6.59,6.63,4.16
30528,0.38,Very Good,D,SI1,58.9,61.0,733,4.75,4.79,2.81
35530,0.46,Ideal,E,SI1,62.0,54.0,905,4.97,4.99,3.09
6441,1.09,Premium,J,SI1,62.3,59.0,4046,6.55,6.59,4.09
3182,0.92,Good,F,SI2,64.2,58.0,3340,6.11,6.14,3.93
47103,0.53,Very Good,G,VVS2,62.2,54.0,1827,5.19,5.23,3.23
20933,1.51,Very Good,E,SI2,61.2,58.0,9140,7.3,7.35,4.48
43174,0.54,Premium,I,VS1,61.5,58.0,1389,5.28,5.26,3.24
52760,0.81,Very Good,H,SI1,59.1,57.0,2562,6.09,6.16,3.62
30795,0.3,Ideal,E,VVS2,62.3,54.0,742,4.31,4.36,2.7
32166,0.28,Ideal,F,IF,61.9,56.0,787,4.18,4.21,2.59
17741,1.2,Very Good,I,IF,59.1,61.0,7141,6.91,6.99,4.11
22463,1.24,Premium,G,VVS1,60.4,59.0,10485,7.02,7.01,4.24
10717,0.31,Very Good,D,SI2,63.1,54.0,593,4.38,4.33,2.75
11800,1.18,Ideal,I,SI1,62.2,56.0,5088,6.85,6.75,4.23
42386,0.5,Ideal,H,VS2,60.3,55.0,1306,5.16,5.21,3.13
8529,1.0,Good,D,SI2,58.1,65.0,4427,6.54,6.48,3.78
5719,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
9589,1.04,Ideal,H,SI1,60.3,57.0,4629,6.55,6.58,3.96
18413,1.02,Premium,D,VS2,61.5,58.0,7485,6.51,6.44,3.98
33305,0.38,Very Good,J,IF,60.9,61.0,827,4.66,4.73,2.86
29774,0.3,Ideal,I,VVS1,61.3,57.0,709,4.34,4.31,2.65
40257,0.4,Premium,E,VS1,60.1,58.0,1125,4.76,4.72,2.85
48975,0.34,Good,H,VS2,63.3,56.0,537,4.39,4.45,2.8
31935,0.3,Ideal,F,VS2,60.4,56.0,776,4.37,4.34,2.63
30927,0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
2226,0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
7525,1.01,Premium,G,SI2,59.1,59.0,4242,6.55,6.51,3.86
36125,0.33,Ideal,E,VS2,61.1,56.0,928,4.48,4.45,2.73
7200,1.01,Good,J,VS1,61.5,61.0,4189,6.39,6.45,3.95
18759,1.2,Good,F,VS2,63.8,60.0,7666,6.6,6.65,4.23
13179,1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11
8960,1.2,Very Good,F,SI2,63.2,58.0,4502,6.78,6.74,4.27
34564,0.38,Ideal,H,VS1,60.6,57.0,871,4.7,4.73,2.85
29175,0.3,Ideal,F,VVS2,61.8,55.0,694,4.33,4.35,2.68
38315,0.44,Good,F,SI1,56.9,61.0,1018,5.12,5.07,2.9
35540,0.34,Ideal,F,VVS1,61.4,55.0,906,4.53,4.56,2.79
44552,0.55,Ideal,G,SI1,61.3,56.0,1605,5.26,5.31,3.24
42128,0.48,Ideal,F,VS2,62.4,54.0,1279,5.03,5.03,3.15
50905,0.72,Ideal,G,SI1,62.0,56.0,2318,5.75,5.71,3.55
34319,0.46,Very Good,F,SI2,61.6,55.0,859,4.98,5.02,3.08
44391,0.54,Very Good,D,VS2,61.1,59.0,1583,5.25,5.29,3.22
51684,1.0,Fair,G,I1,64.9,56.0,2398,6.2,6.14,4.01
29603,0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.55,2.79
24357,1.63,Ideal,H,VS2,61.3,56.0,12620,7.6,7.57,4.65
32618,0.3,Ideal,H,VS2,62.1,55.0,457,4.3,4.33,2.68
178,0.72,Very Good,G,VS2,63.7,56.4,2776,5.62,5.69,3.61
30892,0.32,Very Good,E,VVS2,62.4,56.0,744,4.34,4.38,2.72
15741,1.0,Very Good,G,VS2,60.8,55.0,6296,6.46,6.49,3.94
5232,1.04,Ideal,H,SI2,60.5,57.0,3786,6.55,6.51,3.95
8087,0.72,Very Good,E,VVS1,60.8,58.0,4339,5.79,5.83,3.53
2843,0.75,Very Good,F,VS1,62.3,57.0,3270,5.83,5.88,3.65
28151,0.3,Ideal,G,VVS2,61.0,57.0,665,4.31,4.34,2.64
3221,0.9,Very Good,G,SI2,63.5,57.0,3350,6.09,6.13,3.88
26365,0.32,Very Good,G,VS1,63.0,55.0,645,4.35,4.38,2.75
7505,1.08,Very Good,G,SI2,59.8,57.0,4241,6.66,6.72,4.0
19391,1.58,Very Good,J,SI1,61.6,57.0,8057,7.47,7.54,4.62
7061,0.33,Very Good,G,VS2,60.9,56.0,579,4.46,4.5,2.73
17507,1.32,Ideal,E,SI2,62.7,56.0,7037,7.03,6.97,4.39
32653,0.31,Ideal,H,VVS2,62.2,57.0,802,4.36,4.32,2.7
20272,1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16
20596,1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71
47752,0.54,Very Good,D,VS2,60.6,58.0,1892,5.26,5.3,3.2
35613,0.3,Good,I,VS1,63.3,59.0,473,4.2,4.23,2.67
14793,1.09,Premium,H,VS1,60.2,61.0,5951,6.7,6.66,4.02
337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54
34347,0.36,Ideal,F,VS1,60.1,56.0,862,4.65,4.69,2.8
41257,0.38,Premium,I,SI2,60.0,59.0,500,4.69,4.71,2.82
24195,1.6,Ideal,F,SI1,62.2,55.0,12379,7.47,7.5,4.65
17384,0.34,Premium,E,SI2,62.5,59.0,612,4.46,4.43,2.78
51983,0.38,Good,H,SI2,63.4,57.0,547,4.58,4.63,2.92
46860,0.53,Ideal,D,VS1,61.5,55.0,1813,5.19,5.22,3.2
15086,1.22,Ideal,I,SI1,61.7,55.2,6062,6.84,6.9,4.24
12463,1.27,Premium,I,SI2,61.4,59.0,5249,6.98,6.94,4.27
28706,0.42,Ideal,J,VS2,61.3,57.0,680,4.79,4.86,2.96
42679,0.41,Ideal,G,IF,62.1,57.0,1336,4.77,4.76,2.96
24045,0.38,Very Good,I,VS2,61.5,58.0,633,4.61,4.62,2.84
7506,1.05,Very Good,G,SI2,62.5,60.0,4241,6.45,6.5,4.05
46955,0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65
36451,0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66
48111,0.5,Premium,G,VVS2,60.9,59.0,1935,5.12,5.09,3.11
13665,1.5,Ideal,I,I1,61.3,57.0,5593,7.36,7.39,4.52
47834,0.52,Ideal,G,VVS2,62.7,55.0,1906,5.12,5.15,3.22
19003,1.51,Very Good,H,SI2,62.3,58.0,7823,7.29,7.25,4.53
27395,2.0,Very Good,D,SI2,60.0,56.0,17953,8.16,8.23,4.92
33753,0.31,Ideal,F,VVS1,61.0,56.0,840,4.39,4.43,2.69
25842,1.51,Very Good,E,VS2,60.1,58.0,14889,7.51,7.57,4.53
8118,0.9,Ideal,D,SI1,61.6,56.0,4351,6.19,6.21,3.82
10273,1.2,Very Good,J,SI1,61.4,59.0,4752,6.82,6.87,4.2
21940,1.35,Premium,G,VS1,62.1,59.0,10012,7.06,7.02,4.37
13528,1.0,Premium,E,SI1,62.6,60.0,5544,6.35,6.3,3.97
29995,0.43,Ideal,H,SI1,62.5,57.0,716,4.79,4.84,3.01
35895,0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
22183,1.01,Premium,D,VVS2,62.4,60.0,10221,6.31,6.36,3.95
19387,1.2,Premium,G,VS1,62.4,59.0,8056,6.73,6.69,4.19
39113,0.41,Premium,G,VS2,60.8,59.0,1061,4.8,4.78,2.91
53692,0.9,Premium,J,SI2,62.7,57.0,2717,6.09,6.06,3.8
43170,0.54,Ideal,H,VS2,62.6,57.0,1389,5.24,5.2,3.27
29499,0.32,Very Good,E,VS2,62.8,54.0,702,4.35,4.38,2.74
8111,1.01,Premium,H,VS2,58.1,60.0,4348,6.61,6.55,3.82
36588,0.33,Ideal,G,IF,61.3,55.0,946,4.49,4.51,2.76
262,0.87,Very Good,I,SI1,63.6,55.8,2791,6.07,6.1,3.87
18616,1.07,Premium,G,VVS2,61.6,57.0,7593,6.59,6.55,4.05
12845,1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28
34771,0.41,Ideal,D,SI2,61.0,56.0,876,4.83,4.78,2.93
6933,1.1,Very Good,E,SI2,63.3,56.0,4140,6.58,6.53,4.15
46023,0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3
33051,0.3,Ideal,F,VVS1,62.5,57.0,814,4.26,4.29,2.67
10705,1.03,Very Good,I,SI1,63.0,55.0,4848,6.37,6.42,4.03
48379,0.57,Ideal,E,VS1,61.4,57.0,1965,5.32,5.37,3.28
39787,0.39,Premium,G,VVS1,59.9,59.0,1095,4.73,4.75,2.84
42715,0.54,Ideal,E,SI2,60.6,57.0,1340,5.28,5.25,3.19
725,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
30357,0.3,Very Good,D,VVS2,59.0,59.0,729,4.4,4.42,2.6
3368,0.27,Very Good,E,VS1,63.8,60.0,407,4.03,4.09,2.59
5172,0.71,Ideal,G,IF,61.8,57.0,3772,5.7,5.75,3.54
12439,1.0,Fair,H,VS1,64.6,59.0,5242,6.3,6.26,4.06
41448,0.4,Ideal,G,IF,62.0,56.0,1229,4.73,4.76,2.94
17920,1.21,Ideal,H,VS2,62.4,59.0,7236,6.81,6.79,4.24
17288,1.12,Very Good,F,VS2,62.0,58.0,6925,6.63,6.69,4.13
45131,0.52,Very Good,E,VS2,62.5,58.0,1653,5.13,5.18,3.22
2132,0.92,Good,I,SI1,57.4,65.0,3122,6.42,6.48,3.7
23477,2.02,Very Good,J,SI2,63.5,57.0,11475,7.94,8.02,5.07
13997,1.19,Very Good,H,SI1,63.3,55.0,5698,6.76,6.69,4.26
10342,1.03,Very Good,G,SI2,63.9,59.0,4769,6.33,6.39,4.07
50560,0.72,Premium,H,SI1,62.7,59.0,2277,5.69,5.73,3.58
48890,0.71,Premium,G,SI2,60.8,60.0,2039,5.74,5.78,3.5
12129,1.25,Premium,J,VS2,62.0,59.0,5170,6.87,6.9,4.27
8143,1.08,Premium,I,SI1,60.5,60.0,4355,6.67,6.61,4.02
1952,0.75,Ideal,E,VS1,61.8,55.0,3086,5.85,5.87,3.62
12665,1.07,Ideal,I,VS1,62.0,57.0,5302,6.56,6.5,4.05
50072,0.51,Premium,F,VS2,61.1,58.0,2203,5.19,5.16,3.16
43389,0.5,Ideal,E,SI1,62.2,57.0,1410,5.06,5.1,3.16
26835,2.01,Good,E,SI2,60.0,64.0,16733,8.17,8.09,4.88
3253,0.8,Ideal,I,IF,62.4,58.0,3357,5.9,5.96,3.7
45768,0.53,Ideal,D,SI1,61.2,57.0,1706,5.24,5.19,3.19
468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68
46009,0.54,Very Good,E,VS2,61.5,59.0,1726,5.21,5.23,3.21
27593,2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
15391,1.29,Very Good,I,VS2,62.8,58.0,6166,6.89,6.93,4.34
36519,0.3,Premium,F,VVS2,61.5,58.0,945,4.31,4.29,2.64
48091,1.0,Premium,H,I1,60.4,61.0,1932,6.39,6.32,3.84
10133,1.12,Ideal,F,SI2,61.6,57.0,4720,6.68,6.66,4.11
8966,1.03,Very Good,F,SI2,61.4,57.0,4503,6.53,6.6,4.03
16250,1.02,Ideal,G,VS2,61.4,55.0,6499,6.48,6.51,3.99
46967,0.3,Ideal,I,VVS2,61.8,56.0,529,4.31,4.33,2.67
34861,0.3,Premium,G,VVS2,62.0,58.0,878,4.29,4.26,2.65
44528,0.6,Ideal,E,SI1,61.4,57.0,1601,5.52,5.46,3.37
49943,0.56,Very Good,D,VS1,60.8,60.0,2188,5.32,5.34,3.24
43317,0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89
37227,0.4,Ideal,E,VS2,62.2,56.0,975,4.74,4.72,2.94
2983,1.0,Very Good,E,I1,63.0,57.0,3300,6.32,6.35,3.99
28149,0.3,Ideal,G,VVS2,62.1,55.0,665,4.32,4.35,2.69
6932,1.01,Good,F,SI2,58.2,61.0,4140,6.47,6.53,3.78
5703,0.3,Premium,D,SI2,62.4,59.0,574,4.28,4.25,2.66
43502,0.53,Good,E,VS2,58.6,62.0,1422,5.26,5.32,3.1
36809,0.3,Ideal,G,IF,61.7,55.0,956,4.34,4.31,2.67
22423,1.57,Very Good,I,VS2,60.3,58.0,10447,7.58,7.55,4.56
24773,1.83,Very Good,E,SI2,62.8,56.0,13134,7.76,7.82,4.89
20795,1.23,Ideal,G,VS1,62.0,56.0,9030,6.92,6.86,4.27
53314,0.72,Ideal,I,VS2,61.8,56.0,2650,5.72,5.77,3.56
8353,1.02,Ideal,G,SI2,61.4,54.0,4398,6.55,6.52,4.01
47975,0.3,Ideal,I,VVS1,62.2,54.0,532,4.29,4.35,2.68
1180,0.71,Ideal,F,VS2,62.3,57.0,2930,5.69,5.74,3.56
44229,0.52,Very Good,H,VS1,63.5,58.0,1572,5.08,5.13,3.24
22952,1.59,Premium,G,SI1,62.1,58.0,10996,7.45,7.43,4.62
33990,0.42,Ideal,H,VS1,62.0,57.0,847,4.8,4.82,2.98
25087,2.04,Very Good,J,VS2,63.0,58.0,13609,7.99,8.02,5.04
44213,0.52,Very Good,E,VS2,62.8,58.0,1571,5.11,5.14,3.22
24698,0.3,Very Good,G,VVS2,62.9,58.0,638,4.26,4.29,2.69
52259,0.7,Ideal,I,VVS1,61.4,55.0,2489,5.7,5.76,3.52
23670,1.24,Very Good,F,VVS1,62.7,61.0,11716,6.75,6.84,4.26
53200,0.79,Very Good,F,SI1,62.8,55.0,2633,5.88,5.94,3.71
51395,0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
40373,0.42,Very Good,F,VVS2,61.6,59.0,1131,4.83,4.84,2.98
29482,0.32,Ideal,E,VS2,62.3,56.0,702,4.38,4.41,2.74
31807,0.31,Ideal,D,VS1,61.1,55.0,774,4.37,4.4,2.68
28447,0.31,Ideal,H,VVS1,62.0,55.0,671,4.34,4.37,2.7
10312,1.1,Ideal,H,SI1,62.5,57.0,4764,6.6,6.56,4.11
35979,0.42,Very Good,H,VVS2,62.4,57.0,921,4.78,4.83,3.0
52114,0.75,Very Good,G,SI1,62.3,59.0,2462,5.77,5.81,3.61
2207,0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
32662,0.31,Premium,H,VVS2,61.9,58.0,802,4.33,4.3,2.67
16066,1.01,Ideal,F,VS2,62.0,56.0,6416,6.46,6.51,4.02
49290,0.51,Ideal,F,VVS2,62.6,57.0,2093,5.1,5.13,3.2
12208,1.05,Ideal,G,SI1,61.8,56.0,5192,6.5,6.54,4.03
47956,0.7,Very Good,I,SI1,62.7,56.0,1918,5.64,5.68,3.55
53829,0.7,Very Good,E,VS2,60.5,63.0,2737,5.74,5.7,3.46
20179,1.03,Premium,E,VS1,62.8,58.0,8629,6.46,6.41,4.04
26356,0.32,Ideal,G,VS1,60.8,57.0,645,4.39,4.42,2.68
52997,0.73,Ideal,I,VS1,61.1,56.0,2596,5.79,5.83,3.55
6004,1.01,Premium,I,SI1,62.7,59.0,3959,6.43,6.36,4.01
36032,0.41,Premium,G,SI1,61.7,59.0,923,4.73,4.71,2.91
2995,0.9,Good,I,VS2,63.8,55.0,3303,6.07,6.16,3.9
32902,0.36,Fair,F,VS1,55.3,67.0,810,4.79,4.72,2.63
3079,0.7,Good,D,VVS2,63.7,55.0,3312,5.66,5.61,3.59
47254,0.51,Ideal,G,VVS2,61.6,56.0,1842,5.14,5.12,3.16
48471,0.66,Very Good,H,VS1,61.6,58.1,1978,5.54,5.58,3.42
45013,0.54,Premium,H,VS1,61.3,58.0,1637,5.25,5.22,3.21
23268,2.04,Very Good,J,SI2,61.7,57.0,11276,8.1,8.13,5.01
32081,0.33,Very Good,D,VS2,62.8,54.0,781,4.43,4.46,2.79
41827,0.31,Ideal,D,IF,61.1,56.0,1251,4.39,4.42,2.69
29900,0.3,Very Good,D,VS2,62.2,58.0,710,4.25,4.3,2.66
48041,0.51,Premium,G,VVS1,60.2,58.0,1925,5.2,5.24,3.14
23576,1.5,Very Good,E,SI1,59.6,58.0,11586,7.38,7.41,4.41
20903,1.5,Very Good,I,VS2,58.2,60.0,9118,7.5,7.58,4.39
41249,0.56,Premium,G,SI2,60.0,60.0,1208,5.48,5.42,3.11
1780,0.72,Premium,D,SI1,60.5,57.0,3048,5.89,5.85,3.55
50483,0.7,Ideal,I,VS2,62.2,55.0,2268,5.73,5.69,3.55
35160,0.32,Premium,G,IF,61.0,59.0,891,4.38,4.41,2.68
23972,1.51,Very Good,H,VS2,62.4,55.6,12108,7.28,7.33,4.56
32547,0.27,Ideal,D,VVS1,61.9,57.0,799,4.18,4.15,2.58
43286,0.3,Ideal,I,VVS2,62.8,57.0,507,4.26,4.28,2.68
4298,0.95,Very Good,E,SI2,58.7,63.0,3590,6.37,6.43,3.76
23703,0.4,Premium,J,VS1,59.7,59.0,631,4.79,4.83,2.87
36497,0.34,Ideal,E,VVS2,62.4,55.0,944,4.47,4.51,2.79
15689,1.04,Ideal,G,VS2,61.4,57.0,6290,6.53,6.5,4.0
38481,0.42,Premium,F,VS1,61.8,59.0,1031,4.81,4.83,2.98
3696,0.7,Ideal,D,VS2,62.7,57.0,3448,5.65,5.67,3.55
37069,0.48,Ideal,G,SI1,61.4,56.0,969,5.02,5.07,3.1
41820,0.6,Ideal,G,SI2,59.1,56.0,1250,5.58,5.52,3.28
43974,0.31,Ideal,H,VS2,61.5,54.0,518,4.35,4.4,2.69
32433,0.41,Premium,D,VS2,62.6,59.0,792,4.74,4.75,2.97
45003,0.57,Very Good,F,VS2,62.0,54.0,1637,5.31,5.34,3.3
6832,1.09,Premium,I,SI2,61.3,55.0,4120,6.66,6.62,4.07
37751,0.34,Ideal,D,VS1,60.3,56.0,998,4.53,4.56,2.74
40963,0.51,Premium,I,VS2,62.9,55.0,1179,5.12,5.08,3.21
14895,1.21,Premium,D,SI2,62.2,60.0,5997,6.83,6.8,4.24
44027,0.51,Premium,E,SI1,62.5,57.0,1546,5.09,5.06,3.17
29216,0.31,Ideal,F,VS1,60.7,56.0,695,4.37,4.39,2.66
32999,0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78
14189,0.9,Very Good,D,VS1,63.0,56.0,5757,6.13,6.18,3.88
31514,0.34,Ideal,E,SI1,61.7,56.0,765,4.52,4.49,2.78
7988,0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93
39752,0.43,Ideal,H,VVS1,62.3,54.0,1094,4.84,4.85,3.02
5296,0.9,Good,G,VS2,64.0,59.0,3801,6.04,6.08,3.88
17972,1.1,Ideal,H,VVS2,62.0,56.0,7267,6.59,6.63,4.1
3526,0.9,Very Good,I,SI1,61.0,58.0,3407,6.19,6.23,3.79
23396,0.36,Premium,E,SI1,60.9,60.0,631,4.56,4.61,2.79
13126,1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03
12294,1.21,Premium,H,SI2,61.9,55.0,5218,6.84,6.79,4.22
28322,0.33,Premium,G,VS1,62.3,58.0,666,4.41,4.45,2.76
50173,0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11
12444,0.9,Premium,E,VS1,60.1,56.0,5242,6.38,6.3,3.81
33204,0.35,Ideal,G,VVS2,61.8,55.0,820,4.53,4.56,2.81
35326,0.35,Very Good,G,IF,62.6,59.0,898,4.43,4.49,2.79
8962,1.34,Premium,H,SI2,61.6,60.0,4502,7.05,6.97,4.32
19680,1.06,Ideal,G,VS1,61.1,57.0,8285,6.54,6.61,4.02
30502,0.31,Ideal,D,SI1,62.6,57.0,732,4.33,4.3,2.7
40263,0.33,Very Good,G,SI1,61.6,57.0,492,4.42,4.45,2.73
53429,0.7,Ideal,F,SI1,60.3,58.0,2671,5.76,5.81,3.49
2746,1.0,Fair,H,SI2,66.5,62.0,3248,6.19,6.1,4.09
19369,0.4,Good,D,SI2,63.4,59.0,622,4.67,4.7,2.97
49608,0.71,Very Good,F,SI2,60.5,62.0,2138,5.75,5.79,3.49
8511,1.03,Fair,G,SI1,64.7,63.0,4424,6.36,6.31,4.1
1098,1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13
23593,1.75,Ideal,J,VVS2,62.0,55.0,11609,7.7,7.73,4.78
35953,0.3,Ideal,F,SI1,61.9,57.0,475,4.31,4.35,2.68
41062,0.5,Premium,D,SI2,62.2,58.0,1190,5.08,5.14,3.18
47493,0.53,Ideal,G,VVS2,60.0,57.0,1865,5.27,5.29,3.17
31604,0.3,Premium,J,VS2,62.2,58.0,368,4.28,4.3,2.67
38585,0.5,Premium,J,VS1,62.4,61.0,1035,4.98,4.96,3.1
36859,0.42,Very Good,E,VS2,62.8,59.0,958,4.76,4.8,3.0
690,0.78,Ideal,I,VS1,61.5,57.0,2852,5.88,5.92,3.63
11807,1.01,Premium,H,SI1,62.3,58.0,5090,6.44,6.4,4.0
18075,1.63,Premium,I,SI1,61.5,60.0,7302,7.59,7.54,4.65
32180,0.39,Very Good,I,VVS2,63.0,56.0,787,4.62,4.68,2.93
18007,1.2,Premium,F,SI1,60.1,59.0,7282,6.92,6.85,4.14
11288,1.21,Premium,G,SI2,58.9,61.0,4976,6.98,6.91,4.09
51201,0.7,Ideal,I,VS2,61.6,56.0,2351,5.67,5.72,3.51
47623,0.55,Premium,E,VS2,61.5,56.0,1881,5.28,5.25,3.24
44619,0.5,Ideal,H,VVS2,60.4,55.0,1608,5.16,5.2,3.13
48427,0.71,Very Good,H,SI2,63.7,56.0,1972,5.62,5.65,3.59
47952,0.71,Premium,J,VS2,62.8,61.0,1917,5.71,5.63,3.56
4736,0.3,Ideal,F,VS2,62.3,55.0,573,4.3,4.34,2.69
44966,0.69,Premium,I,SI1,62.0,59.0,1636,5.66,5.63,3.5
24930,1.5,Ideal,G,VS1,61.8,56.0,13377,7.38,7.31,4.54
4665,0.71,Very Good,D,VVS2,62.7,59.0,3670,5.64,5.69,3.55
52725,0.82,Ideal,I,VS1,61.4,57.0,2557,5.98,6.03,3.69
14634,1.08,Premium,E,SI1,59.6,60.0,5908,6.73,6.66,3.99
19676,1.51,Ideal,G,SI1,61.6,56.0,8283,7.34,7.25,4.5
41747,0.52,Good,G,SI1,63.3,57.0,1244,5.08,5.11,3.22
13214,1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02
10913,1.14,Very Good,H,SI1,59.2,58.0,4890,6.8,6.86,4.04
52476,0.73,Premium,D,SI2,62.4,58.0,2519,5.72,5.67,3.56
12850,1.08,Ideal,I,VS2,61.8,54.2,5357,6.57,6.6,4.07
42053,0.57,Very Good,J,VS1,62.9,57.0,1270,5.25,5.28,3.31
44449,0.52,Ideal,F,VS2,61.7,56.0,1591,5.16,5.18,3.19
43062,0.45,Ideal,G,IF,62.8,53.0,1377,4.92,4.95,3.1
45607,0.54,Premium,F,VS2,62.4,58.0,1691,5.25,5.2,3.26
13262,1.13,Very Good,F,SI1,60.6,60.0,5481,6.67,6.76,4.07
